annee;mois;date;jourSemaine;semaine;identifiantLigne;nomCourtLigne;typeLigne;categorieLigne;Frequentation
2024;Janvier;2024-01-01;Lundi;1;3;C3;CHRONOSTAR;CHRONOSTAR;956.47059
2024;Janvier;2024-01-01;Lundi;1;4;C4;CHRONOSTAR;CHRONOSTAR;2727.05882
2024;Janvier;2024-01-01;Lundi;1;50;50;Métropolitaine;Régulières Métropolitaines;163.52941
2024;Janvier;2024-01-01;Lundi;1;52;52;Métropolitaine;Régulières Métropolitaines;288.23529
2024;Janvier;2024-01-01;Lundi;1;72;72;Métropolitaine;Régulières Métropolitaines;396.47059
2024;Janvier;2024-01-02;Mardi;1;3;C3;CHRONOSTAR;CHRONOSTAR;6354.11765
2024;Janvier;2024-01-02;Mardi;1;39;39;Inter-quartiers;Régulières Urbaines;4.70588
2024;Janvier;2024-01-02;Mardi;1;55;55;Métropolitaine;Régulières Métropolitaines;1755.29412
2024;Janvier;2024-01-02;Mardi;1;56;56;Métropolitaine;Régulières Métropolitaines;652.94118
2024;Janvier;2024-01-02;Mardi;1;61;61;Métropolitaine;Régulières Métropolitaines;977.64706
2024;Janvier;2024-01-02;Mardi;1;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2769.8452
2024;Janvier;2024-01-03;Mercredi;1;1;C1;CHRONOSTAR;CHRONOSTAR;13202.35294
2024;Janvier;2024-01-03;Mercredi;1;5;C5;CHRONOSTAR;CHRONOSTAR;9176.47059
2024;Janvier;2024-01-03;Mercredi;1;47;C7ex;CHRONOSTAR;CHRONOSTAR;177.64706
2024;Janvier;2024-01-03;Mercredi;1;53;53;Métropolitaine;Régulières Métropolitaines;1917.64706
2024;Janvier;2024-01-03;Mercredi;1;59;59;Métropolitaine;Régulières Métropolitaines;1515.29412
2024;Janvier;2024-01-03;Mercredi;1;83;83;Métropolitaine;Régulières Métropolitaines;462.35294
2024;Janvier;2024-01-03;Mercredi;1;91;91;Intercommunale;Régulières Métropolitaines;81.17647
2024;Janvier;2024-01-04;Jeudi;1;1;C1;CHRONOSTAR;CHRONOSTAR;13515.29412
2024;Janvier;2024-01-04;Jeudi;1;11;11;Urbaine;Régulières Urbaines;8228.23529
2024;Janvier;2024-01-04;Jeudi;1;12;12;Urbaine;Régulières Urbaines;3295.29412
2024;Janvier;2024-01-04;Jeudi;1;14;14;Urbaine;Régulières Urbaines;4824.70588
2024;Janvier;2024-01-04;Jeudi;1;59;59;Métropolitaine;Régulières Métropolitaines;1689.41176
2024;Janvier;2024-01-04;Jeudi;1;61;61;Métropolitaine;Régulières Métropolitaines;1323.52941
2024;Janvier;2024-01-04;Jeudi;1;76;76;Métropolitaine;Régulières Métropolitaines;485.88235
2024;Janvier;2024-01-04;Jeudi;1;79;79;Métropolitaine;Régulières Métropolitaines;260.0
2024;Janvier;2024-01-04;Jeudi;1;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2582.35294
2024;Janvier;2024-01-05;Vendredi;1;3;C3;CHRONOSTAR;CHRONOSTAR;10294.11765
2024;Janvier;2024-01-05;Vendredi;1;5;C5;CHRONOSTAR;CHRONOSTAR;10936.47059
2024;Janvier;2024-01-05;Vendredi;1;7;C7;CHRONOSTAR;CHRONOSTAR;1592.94118
2024;Janvier;2024-01-05;Vendredi;1;12;12;Urbaine;Régulières Urbaines;3618.82353
2024;Janvier;2024-01-05;Vendredi;1;14;14;Urbaine;Régulières Urbaines;5460.0
2024;Janvier;2024-01-05;Vendredi;1;52;52;Métropolitaine;Régulières Métropolitaines;9.41176
2024;Janvier;2024-01-05;Vendredi;1;61;61;Métropolitaine;Régulières Métropolitaines;1298.82353
2024;Janvier;2024-01-05;Vendredi;1;70;70;Métropolitaine;Régulières Métropolitaines;72.94118
2024;Janvier;2024-01-05;Vendredi;1;74;74;Métropolitaine;Régulières Métropolitaines;855.29412
2024;Janvier;2024-01-05;Vendredi;1;77;77;Métropolitaine;Régulières Métropolitaines;1538.82353
2024;Janvier;2024-01-05;Vendredi;1;80;80;Métropolitaine;Régulières Métropolitaines;429.41176
2024;Janvier;2024-01-05;Vendredi;1;178;178ex;Express;Régulières Métropolitaines;97.64706
2024;Janvier;2024-01-05;Vendredi;1;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;3114.30341
2024;Janvier;2024-01-06;Samedi;1;12;12;Urbaine;Régulières Urbaines;2018.82353
2024;Janvier;2024-01-06;Samedi;1;50;50;Métropolitaine;Régulières Métropolitaines;418.82353
2024;Janvier;2024-01-06;Samedi;1;52;52;Métropolitaine;Régulières Métropolitaines;1347.05882
2024;Janvier;2024-01-06;Samedi;1;65;65;Métropolitaine;Régulières Métropolitaines;317.64706
2024;Janvier;2024-01-06;Samedi;1;91;91;Intercommunale;Régulières Métropolitaines;40.0
2024;Janvier;2024-01-06;Samedi;1;121;N1;STAR de Nuit;Régulières Urbaines;95.29412
2024;Janvier;2024-01-06;Samedi;1;124;N4;STAR de Nuit;Régulières Urbaines;68.23529
2024;Janvier;2024-01-06;Samedi;1;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2508.66873
2024;Janvier;2024-01-07;Dimanche;1;1;C1;CHRONOSTAR;CHRONOSTAR;4327.05882
2024;Janvier;2024-01-07;Dimanche;1;67;67;Métropolitaine;Régulières Métropolitaines;3.52941
2024;Janvier;2024-01-07;Dimanche;1;71;71;Métropolitaine;Régulières Métropolitaines;102.35294
2024;Janvier;2024-01-07;Dimanche;1;81;81;Métropolitaine;Régulières Métropolitaines;145.88235
2024;Janvier;2024-01-07;Dimanche;1;1001;a;Métro;METRO;48706.33428
2024;Janvier;2024-01-07;Dimanche;1;9999;9999;Non identifié;Non identifiée;178.82353
2024;Janvier;2024-01-08;Lundi;2;4;C4;CHRONOSTAR;CHRONOSTAR;23742.35294
2024;Janvier;2024-01-08;Lundi;2;55;55;Métropolitaine;Régulières Métropolitaines;2530.58824
2024;Janvier;2024-01-08;Lundi;2;56;56;Métropolitaine;Régulières Métropolitaines;945.88235
2024;Janvier;2024-01-08;Lundi;2;61;61;Métropolitaine;Régulières Métropolitaines;1674.11765
2024;Janvier;2024-01-08;Lundi;2;65;65;Métropolitaine;Régulières Métropolitaines;1016.47059
2024;Janvier;2024-01-08;Lundi;2;91;91;Intercommunale;Régulières Métropolitaines;611.76471
2024;Janvier;2024-01-08;Lundi;2;153;153ex;Express;Régulières Métropolitaines;424.70588
2024;Janvier;2024-01-08;Lundi;2;155;155ex;Express;Régulières Métropolitaines;374.11765
2024;Janvier;2024-01-08;Lundi;2;165;165ex;Express;Régulières Métropolitaines;17.64706
2024;Janvier;2024-01-01;Lundi;1;1;C1;CHRONOSTAR;CHRONOSTAR;1823.52941
2024;Janvier;2024-01-08;Lundi;2;802;b relais;Spéciale;METRO;16280.0
2024;Janvier;2024-01-01;Lundi;1;11;11;Urbaine;Régulières Urbaines;841.17647
2024;Janvier;2024-01-08;Lundi;2;804;TTZ;Spéciale;Régulières Métropolitaines;28.23529
2024;Janvier;2024-01-01;Lundi;1;53;53;Métropolitaine;Régulières Métropolitaines;394.11765
2024;Janvier;2024-01-08;Lundi;2;1001;a;Métro;METRO;132156.12236
2024;Janvier;2024-01-01;Lundi;1;61;61;Métropolitaine;Régulières Métropolitaines;323.52941
2024;Janvier;2024-01-09;Mardi;2;6;C6;CHRONOSTAR;CHRONOSTAR;14710.58824
2024;Janvier;2024-01-01;Lundi;1;62;62;Métropolitaine;Régulières Métropolitaines;365.88235
2024;Janvier;2024-01-09;Mardi;2;14;14;Urbaine;Régulières Urbaines;8587.05882
2024;Janvier;2024-01-01;Lundi;1;81;81;Métropolitaine;Régulières Métropolitaines;117.64706
2024;Janvier;2024-01-09;Mardi;2;61;61;Métropolitaine;Régulières Métropolitaines;1736.47059
2024;Janvier;2024-01-01;Lundi;1;1002;b;Métro;METRO;24453.5435
2024;Janvier;2024-01-09;Mardi;2;67;67;Métropolitaine;Régulières Métropolitaines;2112.94118
2024;Janvier;2024-01-02;Mardi;1;1;C1;CHRONOSTAR;CHRONOSTAR;7395.29412
2024;Janvier;2024-01-09;Mardi;2;74;74;Métropolitaine;Régulières Métropolitaines;1372.94118
2024;Janvier;2024-01-02;Mardi;1;2;C2;CHRONOSTAR;CHRONOSTAR;7888.23529
2024;Janvier;2024-01-09;Mardi;2;76;76;Métropolitaine;Régulières Métropolitaines;945.88235
2024;Janvier;2024-01-02;Mardi;1;6;C6;CHRONOSTAR;CHRONOSTAR;6775.29412
2024;Janvier;2024-01-09;Mardi;2;81;81;Métropolitaine;Régulières Métropolitaines;628.23529
2024;Janvier;2024-01-02;Mardi;1;7;C7;CHRONOSTAR;CHRONOSTAR;1582.35294
2024;Janvier;2024-01-09;Mardi;2;82;82;Métropolitaine;Régulières Métropolitaines;471.76471
2024;Janvier;2024-01-02;Mardi;1;14;14;Urbaine;Régulières Urbaines;3683.52941
2024;Janvier;2024-01-09;Mardi;2;90;90;Intercommunale;Régulières Métropolitaines;70.58824
2024;Janvier;2024-01-02;Mardi;1;37;37;Inter-quartiers;Régulières Urbaines;71.76471
2024;Janvier;2024-01-09;Mardi;2;91;91;Intercommunale;Régulières Métropolitaines;558.82353
2024;Janvier;2024-01-02;Mardi;1;54;54;Métropolitaine;Régulières Métropolitaines;1774.11765
2024;Janvier;2024-01-09;Mardi;2;156;156ex;Express;Régulières Métropolitaines;171.76471
2024;Janvier;2024-01-02;Mardi;1;67;67;Métropolitaine;Régulières Métropolitaines;1089.41176
2024;Janvier;2024-01-09;Mardi;2;167;167ex;Express;Régulières Métropolitaines;98.82353
2024;Janvier;2024-01-02;Mardi;1;71;71;Métropolitaine;Régulières Métropolitaines;290.58824
2024;Janvier;2024-01-09;Mardi;2;173;173ex;Express;Régulières Métropolitaines;185.88235
2024;Janvier;2024-01-02;Mardi;1;73;73;Métropolitaine;Régulières Métropolitaines;471.76471
2024;Janvier;2024-01-09;Mardi;2;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2416.53251
2024;Janvier;2024-01-02;Mardi;1;77;77;Métropolitaine;Régulières Métropolitaines;1262.35294
2024;Janvier;2024-01-10;Mercredi;2;2;C2;CHRONOSTAR;CHRONOSTAR;13803.52941
2024;Janvier;2024-01-02;Mardi;1;79;79;Métropolitaine;Régulières Métropolitaines;147.05882
2024;Janvier;2024-01-10;Mercredi;2;7;C7;CHRONOSTAR;CHRONOSTAR;2764.70588
2024;Janvier;2024-01-02;Mardi;1;90;90;Intercommunale;Régulières Métropolitaines;1.17647
2024;Janvier;2024-01-10;Mercredi;2;37;37;Inter-quartiers;Régulières Urbaines;236.47059
2024;Janvier;2024-01-02;Mardi;1;161;161ex;Express;Régulières Métropolitaines;198.82353
2024;Janvier;2024-01-10;Mercredi;2;50;50;Métropolitaine;Régulières Métropolitaines;907.05882
2024;Janvier;2024-01-02;Mardi;1;1001;a;Métro;METRO;80868.72279
2024;Janvier;2024-01-10;Mercredi;2;53;53;Métropolitaine;Régulières Métropolitaines;2654.11765
2024;Janvier;2024-01-03;Mercredi;1;2;C2;CHRONOSTAR;CHRONOSTAR;9129.41176
2024;Janvier;2024-01-10;Mercredi;2;67;67;Métropolitaine;Régulières Métropolitaines;2152.94118
2024;Janvier;2024-01-03;Mercredi;1;50;50;Métropolitaine;Régulières Métropolitaines;649.41176
2024;Janvier;2024-01-10;Mercredi;2;70;70;Métropolitaine;Régulières Métropolitaines;111.76471
2024;Janvier;2024-01-03;Mercredi;1;51;51;Métropolitaine;Régulières Métropolitaines;652.94118
2024;Janvier;2024-01-10;Mercredi;2;77;77;Métropolitaine;Régulières Métropolitaines;1765.88235
2024;Janvier;2024-01-03;Mercredi;1;54;54;Métropolitaine;Régulières Métropolitaines;2130.58824
2024;Janvier;2024-01-10;Mercredi;2;81;81;Métropolitaine;Régulières Métropolitaines;647.05882
2024;Janvier;2024-01-03;Mercredi;1;62;62;Métropolitaine;Régulières Métropolitaines;1009.41176
2024;Janvier;2024-01-10;Mercredi;2;91;91;Intercommunale;Régulières Métropolitaines;495.29412
2024;Janvier;2024-01-03;Mercredi;1;68;68;Métropolitaine;Régulières Métropolitaines;785.88235
2024;Janvier;2024-01-10;Mercredi;2;153;153ex;Express;Régulières Métropolitaines;375.29412
2024;Janvier;2024-01-03;Mercredi;1;76;76;Métropolitaine;Régulières Métropolitaines;430.58824
2024;Janvier;2024-01-10;Mercredi;2;156;156ex;Express;Régulières Métropolitaines;135.29412
2024;Janvier;2024-01-03;Mercredi;1;81;81;Métropolitaine;Régulières Métropolitaines;454.11765
2024;Janvier;2024-01-10;Mercredi;2;165;165ex;Express;Régulières Métropolitaines;25.88235
2024;Janvier;2024-01-04;Jeudi;1;5;C5;CHRONOSTAR;CHRONOSTAR;9689.41176
2024;Janvier;2024-01-10;Mercredi;2;172;172ex;Express;Régulières Métropolitaines;163.52941
2024;Janvier;2024-01-04;Jeudi;1;37;37;Inter-quartiers;Régulières Urbaines;223.52941
2024;Janvier;2024-01-10;Mercredi;2;1002;b;Métro;METRO;0.0
2024;Janvier;2024-01-04;Jeudi;1;50;50;Métropolitaine;Régulières Métropolitaines;640.0
2024;Janvier;2024-01-11;Jeudi;2;4;C4;CHRONOSTAR;CHRONOSTAR;24998.82353
2024;Janvier;2024-01-04;Jeudi;1;51;51;Métropolitaine;Régulières Métropolitaines;687.05882
2024;Janvier;2024-01-11;Jeudi;2;5;C5;CHRONOSTAR;CHRONOSTAR;15001.17647
2024;Janvier;2024-01-04;Jeudi;1;55;55;Métropolitaine;Régulières Métropolitaines;2288.23529
2024;Janvier;2024-01-11;Jeudi;2;39;39;Inter-quartiers;Régulières Urbaines;15.29412
2024;Janvier;2024-01-04;Jeudi;1;56;56;Métropolitaine;Régulières Métropolitaines;964.70588
2024;Janvier;2024-01-11;Jeudi;2;51;51;Métropolitaine;Régulières Métropolitaines;1136.47059
2024;Janvier;2024-01-04;Jeudi;1;65;65;Métropolitaine;Régulières Métropolitaines;507.05882
2024;Janvier;2024-01-11;Jeudi;2;68;68;Métropolitaine;Régulières Métropolitaines;1110.58824
2024;Janvier;2024-01-04;Jeudi;1;67;67;Métropolitaine;Régulières Métropolitaines;1369.41176
2024;Janvier;2024-01-11;Jeudi;2;72;72;Métropolitaine;Régulières Métropolitaines;2337.64706
2024;Janvier;2024-01-04;Jeudi;1;70;70;Métropolitaine;Régulières Métropolitaines;91.76471
2024;Janvier;2024-01-11;Jeudi;2;73;73;Métropolitaine;Régulières Métropolitaines;1105.88235
2024;Janvier;2024-01-04;Jeudi;1;74;74;Métropolitaine;Régulières Métropolitaines;831.76471
2024;Janvier;2024-01-11;Jeudi;2;75;75;Métropolitaine;Régulières Métropolitaines;876.47059
2024;Janvier;2024-01-04;Jeudi;1;91;91;Intercommunale;Régulières Métropolitaines;88.23529
2024;Janvier;2024-01-11;Jeudi;2;76;76;Métropolitaine;Régulières Métropolitaines;963.52941
2024;Janvier;2024-01-05;Vendredi;1;11;11;Urbaine;Régulières Urbaines;8521.17647
2024;Janvier;2024-01-11;Jeudi;2;155;155ex;Express;Régulières Métropolitaines;377.64706
2024;Janvier;2024-01-05;Vendredi;1;53;53;Métropolitaine;Régulières Métropolitaines;2392.94118
2024;Janvier;2024-01-11;Jeudi;2;173;173ex;Express;Régulières Métropolitaines;189.41176
2024;Janvier;2024-01-05;Vendredi;1;54;54;Métropolitaine;Régulières Métropolitaines;2372.94118
2024;Janvier;2024-01-11;Jeudi;2;178;178ex;Express;Régulières Métropolitaines;314.11765
2024;Janvier;2024-01-05;Vendredi;1;56;56;Métropolitaine;Régulières Métropolitaines;1023.52941
2024;Janvier;2024-01-11;Jeudi;2;810;E1;Evènementiel;Lignes Evènementielles;494.11765
2024;Janvier;2024-01-05;Vendredi;1;67;67;Métropolitaine;Régulières Métropolitaines;1495.29412
2024;Janvier;2024-01-11;Jeudi;2;1001;a;Métro;METRO;149113.33536
2024;Janvier;2024-01-05;Vendredi;1;68;68;Métropolitaine;Régulières Métropolitaines;911.76471
2024;Janvier;2024-01-12;Vendredi;2;10;10;Urbaine;Régulières Urbaines;1383.52941
2024;Janvier;2024-01-05;Vendredi;1;73;73;Métropolitaine;Régulières Métropolitaines;762.35294
2024;Janvier;2024-01-12;Vendredi;2;12;12;Urbaine;Régulières Urbaines;848.23529
2024;Janvier;2024-01-05;Vendredi;1;75;75;Métropolitaine;Régulières Métropolitaines;430.58824
2024;Janvier;2024-01-12;Vendredi;2;14;14;Urbaine;Régulières Urbaines;8775.29412
2024;Janvier;2024-01-05;Vendredi;1;76;76;Métropolitaine;Régulières Métropolitaines;489.41176
2024;Janvier;2024-01-12;Vendredi;2;47;C7ex;CHRONOSTAR;CHRONOSTAR;562.35294
2024;Janvier;2024-01-05;Vendredi;1;78;78;Métropolitaine;Régulières Métropolitaines;943.52941
2024;Janvier;2024-01-12;Vendredi;2;70;70;Métropolitaine;Régulières Métropolitaines;136.47059
2024;Janvier;2024-01-05;Vendredi;1;82;82;Métropolitaine;Régulières Métropolitaines;184.70588
2024;Janvier;2024-01-12;Vendredi;2;71;71;Métropolitaine;Régulières Métropolitaines;462.35294
2024;Janvier;2024-01-05;Vendredi;1;125;N5;STAR de Nuit;Régulières Urbaines;15.29412
2024;Janvier;2024-01-12;Vendredi;2;78;78;Métropolitaine;Régulières Métropolitaines;1481.17647
2024;Janvier;2024-01-05;Vendredi;1;161;161ex;Express;Régulières Métropolitaines;250.58824
2024;Janvier;2024-01-12;Vendredi;2;91;91;Intercommunale;Régulières Métropolitaines;643.52941
2024;Janvier;2024-01-05;Vendredi;1;1002;b;Métro;METRO;0.0
2024;Janvier;2024-01-12;Vendredi;2;155;155ex;Express;Régulières Métropolitaines;264.70588
2024;Janvier;2024-01-05;Vendredi;1;9999;9999;Non identifié;Non identifiée;10836.47059
2024;Janvier;2024-01-12;Vendredi;2;159;159ex;Express;Régulières Métropolitaines;249.41176
2024;Janvier;2024-01-06;Samedi;1;1;C1;CHRONOSTAR;CHRONOSTAR;10694.11765
2024;Janvier;2024-01-12;Vendredi;2;173;173ex;Express;Régulières Métropolitaines;165.88235
2024;Janvier;2024-01-06;Samedi;1;2;C2;CHRONOSTAR;CHRONOSTAR;7432.94118
2024;Janvier;2024-01-12;Vendredi;2;9999;9999;Non identifié;Non identifiée;6050.58824
2024;Janvier;2024-01-06;Samedi;1;11;11;Urbaine;Régulières Urbaines;4418.82353
2024;Janvier;2024-01-13;Samedi;2;2;C2;CHRONOSTAR;CHRONOSTAR;9042.35294
2024;Janvier;2024-01-06;Samedi;1;53;53;Métropolitaine;Régulières Métropolitaines;1614.11765
2024;Janvier;2024-01-13;Samedi;2;4;C4;CHRONOSTAR;CHRONOSTAR;12392.94118
2024;Janvier;2024-01-06;Samedi;1;59;59;Métropolitaine;Régulières Métropolitaines;1130.58824
2024;Janvier;2024-01-13;Samedi;2;7;C7;CHRONOSTAR;CHRONOSTAR;1480.0
2024;Janvier;2024-01-06;Samedi;1;67;67;Métropolitaine;Régulières Métropolitaines;1032.94118
2024;Janvier;2024-01-13;Samedi;2;10;10;Urbaine;Régulières Urbaines;942.35294
2024;Janvier;2024-01-06;Samedi;1;76;76;Métropolitaine;Régulières Métropolitaines;196.47059
2024;Janvier;2024-01-13;Samedi;2;14;14;Urbaine;Régulières Urbaines;4283.52941
2024;Janvier;2024-01-06;Samedi;1;78;78;Métropolitaine;Régulières Métropolitaines;638.82353
2024;Janvier;2024-01-13;Samedi;2;67;67;Métropolitaine;Régulières Métropolitaines;884.70588
2024;Janvier;2024-01-06;Samedi;1;125;N5;STAR de Nuit;Régulières Urbaines;16.47059
2024;Janvier;2024-01-13;Samedi;2;68;68;Métropolitaine;Régulières Métropolitaines;504.70588
2024;Janvier;2024-01-06;Samedi;1;1002;b;Métro;METRO;0.0
2024;Janvier;2024-01-13;Samedi;2;72;72;Métropolitaine;Régulières Métropolitaines;1238.82353
2024;Janvier;2024-01-07;Dimanche;1;7;C7;CHRONOSTAR;CHRONOSTAR;830.58824
2024;Janvier;2024-01-13;Samedi;2;172;172ex;Express;Régulières Métropolitaines;1.17647
2024;Janvier;2024-01-07;Dimanche;1;82;82;Métropolitaine;Régulières Métropolitaines;76.47059
2024;Janvier;2024-01-13;Samedi;2;810;E1;Evènementiel;Lignes Evènementielles;115.29412
2024;Janvier;2024-01-07;Dimanche;1;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;450.52632
2024;Janvier;2024-01-14;Dimanche;2;5;C5;CHRONOSTAR;CHRONOSTAR;2823.52941
2024;Janvier;2024-01-08;Lundi;2;2;C2;CHRONOSTAR;CHRONOSTAR;12843.52941
2024;Janvier;2024-01-14;Dimanche;2;14;14;Urbaine;Régulières Urbaines;456.47059
2024;Janvier;2024-01-08;Lundi;2;5;C5;CHRONOSTAR;CHRONOSTAR;14822.35294
2024;Janvier;2024-01-14;Dimanche;2;54;54;Métropolitaine;Régulières Métropolitaines;450.58824
2024;Janvier;2024-01-08;Lundi;2;11;11;Urbaine;Régulières Urbaines;9535.29412
2024;Janvier;2024-01-14;Dimanche;2;64;64;Métropolitaine;Régulières Métropolitaines;82.35294
2024;Janvier;2024-01-08;Lundi;2;12;12;Urbaine;Régulières Urbaines;861.17647
2024;Janvier;2024-01-14;Dimanche;2;81;81;Métropolitaine;Régulières Métropolitaines;128.23529
2024;Janvier;2024-01-08;Lundi;2;14;14;Urbaine;Régulières Urbaines;8194.11765
2024;Janvier;2024-01-14;Dimanche;2;121;N1;STAR de Nuit;Régulières Urbaines;247.05882
2024;Janvier;2024-01-08;Lundi;2;47;C7ex;CHRONOSTAR;CHRONOSTAR;730.58824
2024;Janvier;2024-01-14;Dimanche;2;802;b relais;Spéciale;METRO;5112.94118
2024;Janvier;2024-01-08;Lundi;2;52;52;Métropolitaine;Régulières Métropolitaines;2610.58824
2024;Janvier;2024-01-14;Dimanche;2;9999;9999;Non identifié;Non identifiée;249.41176
2024;Janvier;2024-01-08;Lundi;2;53;53;Métropolitaine;Régulières Métropolitaines;2605.88235
2024;Janvier;2024-01-15;Lundi;3;10;10;Urbaine;Régulières Urbaines;1340.0
2024;Janvier;2024-01-08;Lundi;2;62;62;Métropolitaine;Régulières Métropolitaines;1371.76471
2024;Janvier;2024-01-15;Lundi;3;13;13;Urbaine;Régulières Urbaines;5750.58824
2024;Janvier;2024-01-08;Lundi;2;64;64;Métropolitaine;Régulières Métropolitaines;929.41176
2024;Janvier;2024-01-15;Lundi;3;51;51;Métropolitaine;Régulières Métropolitaines;1047.05882
2024;Janvier;2024-01-08;Lundi;2;67;67;Métropolitaine;Régulières Métropolitaines;1915.29412
2024;Janvier;2024-01-15;Lundi;3;52;52;Métropolitaine;Régulières Métropolitaines;2508.23529
2024;Janvier;2024-01-08;Lundi;2;68;68;Métropolitaine;Régulières Métropolitaines;1218.82353
2024;Janvier;2024-01-15;Lundi;3;53;53;Métropolitaine;Régulières Métropolitaines;2684.70588
2024;Janvier;2024-01-08;Lundi;2;71;71;Métropolitaine;Régulières Métropolitaines;452.94118
2024;Janvier;2024-01-15;Lundi;3;76;76;Métropolitaine;Régulières Métropolitaines;1058.82353
2024;Janvier;2024-01-08;Lundi;2;72;72;Métropolitaine;Régulières Métropolitaines;2234.11765
2024;Janvier;2024-01-15;Lundi;3;80;80;Métropolitaine;Régulières Métropolitaines;707.05882
2024;Janvier;2024-01-08;Lundi;2;74;74;Métropolitaine;Régulières Métropolitaines;1242.35294
2024;Janvier;2024-01-15;Lundi;3;175;175ex;Express;Régulières Métropolitaines;82.35294
2024;Janvier;2024-01-08;Lundi;2;80;80;Métropolitaine;Régulières Métropolitaines;682.35294
2024;Janvier;2024-01-15;Lundi;3;1001;a;Métro;METRO;141382.11551
2024;Janvier;2024-01-08;Lundi;2;90;90;Intercommunale;Régulières Métropolitaines;77.64706
2024;Janvier;2024-01-16;Mardi;3;3;C3;CHRONOSTAR;CHRONOSTAR;13265.88235
2024;Janvier;2024-01-09;Mardi;2;13;13;Urbaine;Régulières Urbaines;5350.58824
2024;Janvier;2024-01-16;Mardi;3;4;C4;CHRONOSTAR;CHRONOSTAR;25220.0
2024;Janvier;2024-01-09;Mardi;2;37;37;Inter-quartiers;Régulières Urbaines;225.88235
2024;Janvier;2024-01-16;Mardi;3;10;10;Urbaine;Régulières Urbaines;1314.11765
2024;Janvier;2024-01-09;Mardi;2;52;52;Métropolitaine;Régulières Métropolitaines;2681.17647
2024;Janvier;2024-01-16;Mardi;3;11;11;Urbaine;Régulières Urbaines;10040.0
2024;Janvier;2024-01-09;Mardi;2;54;54;Métropolitaine;Régulières Métropolitaines;2857.64706
2024;Janvier;2024-01-16;Mardi;3;13;13;Urbaine;Régulières Urbaines;6081.17647
2024;Janvier;2024-01-09;Mardi;2;56;56;Métropolitaine;Régulières Métropolitaines;984.70588
2024;Janvier;2024-01-16;Mardi;3;50;50;Métropolitaine;Régulières Métropolitaines;1028.23529
2024;Janvier;2024-01-09;Mardi;2;64;64;Métropolitaine;Régulières Métropolitaines;995.29412
2024;Janvier;2024-01-16;Mardi;3;53;53;Métropolitaine;Régulières Métropolitaines;2818.82353
2024;Janvier;2024-01-09;Mardi;2;79;79;Métropolitaine;Régulières Métropolitaines;412.94118
2024;Janvier;2024-01-16;Mardi;3;56;56;Métropolitaine;Régulières Métropolitaines;1161.17647
2024;Janvier;2024-01-09;Mardi;2;164;164ex;Express;Régulières Métropolitaines;196.47059
2024;Janvier;2024-01-16;Mardi;3;67;67;Métropolitaine;Régulières Métropolitaines;2182.35294
2024;Janvier;2024-01-09;Mardi;2;175;175ex;Express;Régulières Métropolitaines;64.70588
2024;Janvier;2024-01-16;Mardi;3;71;71;Métropolitaine;Régulières Métropolitaines;478.82353
2024;Janvier;2024-01-09;Mardi;2;1001;a;Métro;METRO;136212.4478
2024;Janvier;2024-01-16;Mardi;3;73;73;Métropolitaine;Régulières Métropolitaines;1037.64706
2024;Janvier;2024-01-10;Mercredi;2;14;14;Urbaine;Régulières Urbaines;8023.52941
2024;Janvier;2024-01-16;Mardi;3;80;80;Métropolitaine;Régulières Métropolitaines;616.47059
2024;Janvier;2024-01-10;Mercredi;2;39;39;Inter-quartiers;Régulières Urbaines;16.47059
2024;Janvier;2024-01-16;Mardi;3;91;91;Intercommunale;Régulières Métropolitaines;601.17647
2024;Janvier;2024-01-10;Mercredi;2;47;C7ex;CHRONOSTAR;CHRONOSTAR;714.11765
2024;Janvier;2024-01-16;Mardi;3;153;153ex;Express;Régulières Métropolitaines;382.35294
2024;Janvier;2024-01-10;Mercredi;2;52;52;Métropolitaine;Régulières Métropolitaines;2547.05882
2024;Janvier;2024-01-16;Mardi;3;161;161ex;Express;Régulières Métropolitaines;647.05882
2024;Janvier;2024-01-10;Mercredi;2;56;56;Métropolitaine;Régulières Métropolitaines;981.17647
2024;Janvier;2024-01-16;Mardi;3;167;167ex;Express;Régulières Métropolitaines;102.35294
2024;Janvier;2024-01-10;Mercredi;2;59;59;Métropolitaine;Régulières Métropolitaines;2048.23529
2024;Janvier;2024-01-17;Mercredi;3;4;C4;CHRONOSTAR;CHRONOSTAR;25657.64706
2024;Janvier;2024-01-10;Mercredi;2;64;64;Métropolitaine;Régulières Métropolitaines;955.29412
2024;Janvier;2024-01-17;Mercredi;3;7;C7;CHRONOSTAR;CHRONOSTAR;2650.58824
2024;Janvier;2024-01-10;Mercredi;2;71;71;Métropolitaine;Régulières Métropolitaines;552.94118
2024;Janvier;2024-01-17;Mercredi;3;11;11;Urbaine;Régulières Urbaines;9882.35294
2024;Janvier;2024-01-10;Mercredi;2;72;72;Métropolitaine;Régulières Métropolitaines;2294.11765
2024;Janvier;2024-01-17;Mercredi;3;14;14;Urbaine;Régulières Urbaines;8870.58824
